2000, 2000, 2000
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0357, 0.0001
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357
0.0178, 0.0001, 0.0357